ID,Nome,Link Detalhes,Nome Petisco,Descricao,Endereco,Link Imagem
153519,Espetinhos do Paulão,https://comidadibuteco.com.br/buteco/espetinhos-do-paulao/,Vaca Faladeira,"Língua de boi recheada com bacon e cenoura ao molho madeira. Acompanha dois minipães italianos recheados com vinagrete de tomate, cebola temperada com chimichurri de limão e azeite, com muçarela gratinada e manjericão desidratado.","Rua Álvaro Mata, 466 | Nova Cachoeirinha, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152839/espetinhodopaulao_vacafaladeira_bh_2025_rodneycosta_unibh-8425-scaled.jpg
316606,Espettinho.com,https://comidadibuteco.com.br/buteco/espetinho-com/,Mineirinho Gratinado 2.5,Almôndegas suínas gratinadas com molho de tomate caseiro e muçarela. Acompanha 1 Espetinho de ‘Sacanagem’ e um licor de doce de leite de entrada.,"Rua Eli Seabra Filho, 510 | Buritis, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153114/espettinhocom_mineirimgratinado_bh_2025_rodneycosta_unibh-9129-scaled.jpg
0,Fogão de Minas,https://comidadibuteco.com.br/buteco/fogao-de-minas/,Tropa de Elite,Petisco de tropeiro.,"Avenida Doutor Cristiano Guimarães, 1911 | Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153205/fogaodeminas_tropadeelite_bh_2025_rodneycosta_unibh-8509-scaled.jpg
212857,Garagge Vintage,https://comidadibuteco.com.br/buteco/garagge-vintage/,Bão Também,"Maminha cozida marinada no vinho tinto, servida com molho madeira, acompanhada de purê de abóbora moranga com bacon frito triturado e chips de massa de lasanha.","Avenida Doutor Cristiano Guimarães, 1258 | Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153255/garaggevintage_baotambem_bh_2025_amandacantanhede_unibh-8958-scaled.jpg
497,Geraldin da Cida,https://comidadibuteco.com.br/buteco/geraldin-da-cida/,"Sô mineiro, uai!",Alcatra com farofa de jiló com bacon. Acompanha uma sobremesa de doce de leite com castanha e bacon.,"Rua Contria, 1459 | Grajaú, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153406/geraldimdacida_soumineirouai_bh_2025_rodneycosta_unibh-8364-scaled.jpg
392520,Golden Grill,https://comidadibuteco.com.br/buteco/golden-grill/,Costelão dos Deuses,"Costelão de boi marinado em ervas finas acompanhado de purê de mandioca aligot, farofa crocante e molho agridoce especial.","Rua Amílcar Cabral, 515 | Milionários, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045801/goldengrill_costelaodosdeuses_bh_2025_rodneycosta_unibh-8167-scaled.jpg
240323,Iracema Bar,https://comidadibuteco.com.br/buteco/iracema-bar/,Harumaki de Carne de Panela,"Harumaki, também conhecido como rolinho primavera, recheado com uma carne de panela cozida com especiarias. Servido com um molho agridoce e picante.","Rua Almandina, 56 | Santa Teresa, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153541/iracema_harumakidecarnedepanela_bh_2025_fernandaoliveira_unibh-8240-scaled.jpg
158423,Ivo Grill,https://comidadibuteco.com.br/buteco/ivo-grill/,Kafajeste,"Kafta defumada na brasa harmonizada com sour cream, geleia de pimentas vermelhas e cebola em tiras crocantes.","Rua Professor Tristão da Cunha, 183 | Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045738/ivogrill_kafajeste_bh_2025_mylenaizis_unibh-9216-scaled.jpg
133154,Já To Inno,https://comidadibuteco.com.br/buteco/3165-revision-v1/,Moderação,"Kafta de lata, acompanhada de caponata de tomate com bacon e linguiça regados com angu à moda da casa gratinado com queijo.","Rua Benjamim Dias, 379 | Barreiro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045650/jatoinno_moderacao_bh_2025_fernandaoliveira_unibh-8097-scaled.jpg
273088,Juzé Bar,https://comidadibuteco.com.br/buteco/juze-bar/,"Macaxeira no buraco quente, com sabor de quero+","Carne cozida desfiada ao molho, servida na panhoca, acompanhada de macaxeira cozida na manteiga de garrafa ao alho e cebola caramelizada.","Rua Carlos Sá, 180 | Jardim Atlântico, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153752/juze_abacaxedanoburacoquente_bh_2025_isaquerodrigues_unibh-8653-scaled.jpg
0,Köbes Emporium Bar,https://comidadibuteco.com.br/buteco/kobes-emporium-bar/,Asas da Imaginação,"Asas de porco com molho à moda da casa, sobre purê de batata com açafrão.","Rua Professor Raimundo Nonato, 31 | Santa Tereza, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19153848/kobes_asasdaimaginacao_bh_2025_isaquerodrigues_unibh-7787-scaled.jpg
385522,Koqueiros Bar,https://comidadibuteco.com.br/buteco/3169-revision-v1/,"Duvidei, mas amei!","Berinjela empanada e frita servida ao molho à bolonhesa em uma cama de requeijão cremoso, coberta de muçarela. Acompanha pasteizinhos de vento da casa.","Avenida Silviano Brandão, 1293 | Sagrada Família, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045716/koqueiros_duvideimasamei_bh_2025_isaquerodrigues_unibh-7679-scaled.jpg
244203,Lá Ele Bar,https://comidadibuteco.com.br/buteco/la-ele-bar/,Peitin Moído,"Maçã de peito cozida com legumes, acompanhada de farofa da casa, LAELEgrete e pão.","Av. General Carlos Guedes, 165 | Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154054/laele_peitimmoiado_bh_2025_rodneycosta_unibh-9100-scaled.jpg
359307,Leo da Quadra,https://comidadibuteco.com.br/buteco/leo-da-quadra/,Lembe os beiço,"Bisteca bovina, acompanhada de pirão e torradas.","Rua Oliveira Lisboa, 107 | Barreiro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154147/leodaquadra_lembeosbeicos_bh_2025_rodneycosta_unibh-7632-scaled.jpg
374357,Locomotiva’s Bar,https://comidadibuteco.com.br/buteco/locomotivas-bar-2/,CUPIM: Embriagado e trouxa,"Trouxinha recheada com cupim marinado na cachaça e queijo canastra, acompanha maionese de alho.","Rua Carmésia, 568 | Santa Inês, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045235/locomotivasbar_cumpimembreagadoetrouxa_bh_2025_amandacantanhede_unibh-8315-scaled.jpg
424792,Magnífico Quintal,https://comidadibuteco.com.br/buteco/magnifico-quintal/,Cocoricó,"Frango assado com molho, batata recheada e pepino agridoce.","Rua Jefferson de Oliveira, 56 | Santa Amélia, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045339/magnifcoquinta_cocorico_bh_2025_isaquerodrigues_unibh-7756-scaled.jpg
33272,Magrelo’s Bar,https://comidadibuteco.com.br/buteco/magrelos-bar-2/,Amigos do Peito,"Maçã de peito marinada em vinho tinto com ervas aromáticas, servida com polenta cremosa gratinada com queijo canastra e bolinhos de aipim, acompanhados de aioli de rúcula fresco.","Avenida Serrana, 635 | Serrano, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045407/magrelos_amigosdopeito_bh_2025_isaquerodrigues_unibh-9303-scaled.jpg
0,Mamute Bar,https://comidadibuteco.com.br/buteco/mamute-gastrobar/,C Tá de Parabéns!,"Bife rolê recheado com cenoura e carne de linguiça acompanhado de batata sauté, couve crispy e farofa da vovó.","Rua Brás Cubas, 116 | Cruzeiro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154240/mamute_ctadeparabens_bh_2025_mylenaizis_unibh-8079-scaled.jpg
20196,Marina’s Bar,https://comidadibuteco.com.br/buteco/marinas-bar/,Estrem voa!,"Asinha de frango frita, marinada na laranja e ervas, coberta de queijo muçarela, acompanhada com creme de alho-poró e gengibre picante e fritas.","Rua José Baroni, 13 | Santa Efigênia, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154422/marinas_essetremvoa_bh_2025_isaquerodrigues_unibh-7376-scaled.jpg
131388,Mineiros Beer,https://comidadibuteco.com.br/buteco/mineiros-beer/,Costela de Romeu e Julieta,"Costelinha suína assada lentamente, servida com molho de queijo canastra, barbecue de goiabada e farofa torrada.","Rua Romualdo Lopes Cançado, 399 | Castelo, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19154514/mineirosbeer_costeladeromeu_bh_2025_isaquerodrigues_unibh-8592-scaled.jpg
0,Mulão,https://comidadibuteco.com.br/buteco/3177-revision-v1/,Mullé,"Chã de fora recheada com calabresa no molho de cebola caramelizada no açúcar queimado. Acompanha purê de batatas, pimenta-biquinho, cebolinha.","Rua Marambaia, 291 | Caiçara, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045206/mulao_mulle_bh_2025_fernandaoliveira_unibh-7464-scaled.jpg
180825,Nosso Spetim,https://comidadibuteco.com.br/buteco/nosso-spetim/,Língua de Dois Amores,"Língua ao molho madeira, com fatia de pães e um espetinho de medalhão de batata recheada com queijo minas acompanhado de geleia biquinho.","Rua dos Astecas, 3219 | Santa Mônica, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045142/nonospetim_linguadedoisamores_bh_2025_isaquerodrigues_unibh-9340-scaled.jpg
129891,O Fino do Alho,https://comidadibuteco.com.br/buteco/o-fino-do-alho/,SôdaTerra,"Carne de panela, temperada com especiarias, acompanhada de mandioca cozida no suco de beterraba e açafrão, finalizada com crispy de bacon e banana-da-terra.","Rua Capitão Sérgio Pires, 41 | Minascaixa, Belo Horizonte – MG",https://comidadibuteco.com.br/wp-content/uploads/2025/03/ofinodoalho_sodeminas_bh_2025_isaquerodrigues_unibh-9054-scaled.jpg
25122,Oratório Bar,https://comidadibuteco.com.br/buteco/oratorio-bar/,Costela de Adão,"Costelinha de porco assada, finalizada com molho barbecue e guarnecida em cama de farofa crocante, acompanhada de uma maçã caramelizada.","Avenida Brasil, 161 | Santa Efigênia, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19155430/oratoriobar_costeladeadao_bh_2025_amandacantanhede_unibh-8929-scaled.jpg
396744,Parada 10.95 Bar,https://comidadibuteco.com.br/buteco/parada-10-95-bar/,Parada Holandesa,Uma adaptação do tradicional prato belgo-holandês carbonnade flamande. Carne bovina marinada na cerveja e cozida lentamente. Acompanha purê de mandioca e batata crocante.,"Avenida dos Engenheiros, 1095 | Alípio de Melo, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19155719/parada1095_bh_2025_amandacantanhede_unibh-8058-scaled.jpg
201213,Parada do Sabor,https://comidadibuteco.com.br/buteco/parada-do-sabor/,Coração do Parada,"Coração de boi recheado com: bacon, linguiça, cenoura. Acompanha farofa, batata bolinha assada e molho glace.","Avenida General Carlos Guedes, 346 | Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045053/paradadosabor_coracaodoparada_bh_2025_isaquerodrigues_unibh-8637-scaled.jpg
315141,Pé de Cana,https://comidadibuteco.com.br/buteco/pe-de-cana/,É PRAAATA!!!É PRAAAATA!!,"Bolo suíno recheado de queijo, acompanhado de molho de tomate, cobertura de muçarela e “confetes” de tomate, batatinha e cebola assadas.","Rua Flórida, 15 | Sion, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19155918/pedecana_eprata_bh_2025_isaquerodrigues_unibh-7883-scaled.jpg
3029,Pé de Goiaba,https://comidadibuteco.com.br/buteco/3179-revision-v1/,Bodas de Prata – 25 ANOS JUNTOS,"Lombo com queijo ao molho de abacaxi picante, farofa de bacon, torresminho à pururuca e couve.","Avenida Amazonas, 4676 | Nova Suíssa, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044957/pedegoiaba_bodasdeprata_bh_2025_isaquerodrigues_unibh-8633-scaled.jpg
482710,Planeta Lúpulo,https://comidadibuteco.com.br/buteco/planeta-lupulo/,Cestinha das Gerais,"Cestinhas de massa crocante recheadas com aligot de batata e queijo e fraldinha cozida na cerveja stout. Acompanhadas com biscoitos de queijo, farofa de bacon e couve crispy.","Avenida Guarapari, 108 | Santa Amélia, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160104/planetalupulo_cestinhadasgerais_bh_2025_isaquerodrigues_unibh-8557-scaled.jpg
238383,PoiZé Bar e Petisqueira,https://comidadibuteco.com.br/buteco/poize-bar-e-petisqueira/,Aparecidinho do Zé,Versão desconstruída do escondidinho. Creme de moranga com carne do sertão e cebola. Acompanha molho de cebola roxa.,"Rua Pium-I, 686 | Cruzeiro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15045021/poize_aparecidinhodoze_bh_2025_rodneycosta_unibh-7767-scaled.jpg
96380,Prado Beer,https://comidadibuteco.com.br/buteco/prado-beer/,Amontadinho,"Angu com carne de panela, chips de jiló e molho à base de milho e cachaça.","Avenida Francisco Sá, 590 | Prado, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160250/pradobeer_amontadinho_bh_2025_isaquerodrigues_unibh-8981-scaled.jpg
157627,Prosa Boa,https://comidadibuteco.com.br/buteco/prosa-boa/,Roendo até os ossos,"Costela bovina braseada, acompanhada de batatinhas temperadas, antepasto de azeitonas e tomatinhos e farofa crocante de bacon.","Avenida Doutor Cristiano Guimarães, 1480 | Planalto, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19160333/prosaboa_roendoateoosso_bh_2025_rodneycosta_unibh-7476-scaled.jpg
373272,Quinteiro Bar e Restaurante,https://comidadibuteco.com.br/buteco/quinteiro-bar-e-restaurante/,Vou comer seu bolo,"Massa de fubá com queijo, patinho desfiado com molho, tartar de tomate e cream cheese caseiro temperado.","Rua Salinas, 1008 | Floresta, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19170230/quinteirobar_voucomermeubolo_bh_2025_isaquerodrigues_unibh-8588-scaled.jpg
309250,Quioxque Botequim Carioca,https://comidadibuteco.com.br/buteco/quioxque-butiquim-carioca/,Estamos de Parabéns,Bolo de mandioca na manteiga de garrafa recheado com carne seca e cobertura de cebola caramelizada e glacê de fonduta de queijo,"Rua Henrique Badaró Portugal, 157 | Buritis, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19170333/quioxque_estamosdeparabens_bh_2025_isaquerodrigues_unibh-7820-scaled.jpg
240669,Quitandas da Tia Nice Bar,https://comidadibuteco.com.br/buteco/quitandas-da-tia-nice-bar/,QUÊ SÉ QUÉ!,"Disco de carne recheada com provolone, acompanhado de molhos especiais da casa e cachaça artesanal.","Rua Alabastro, 146 | Sagrada Família, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044911/quitandatianice_queceque_bh_2025_rodneycosta_unibh-7389-scaled.jpg
303786,Rancho do Manoel,https://comidadibuteco.com.br/buteco/rancho-do-manoel/,Trem Bão Sô!,Maçã de peito acompanhada de purê de moranga e farofa da casa.,"Rua Isabel Bueno, 1100 | Jaraguá, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171029/ranchodomanoel_trembaoso_bh_2025_rodneycosta_unibh-7453-scaled.jpg
506650,Recanto Vovó Tela,https://comidadibuteco.com.br/buteco/5701-revision-v1/,DE “25” 10 TMJ,"Picanha suína assada, marinada em limão pepper e páprica picante, acompanhada de minicebola empanada, farofa de ervilha e chutney de abacaxi com pimenta-dedo-de-moça.","Rua Tenente Marino Freire, 270 | Maria Helena, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044845/recantovovotela_de2510tmj_bh_2025_rodneycosta_unibh-9209-scaled.jpg
235523,Regis Bar,https://comidadibuteco.com.br/buteco/regis-bar/,Trio parada dura,Costelinha ao molho de abacaxi com mandioca e cebola.,"Avenida Vinte e Oito de Setembro, 872 | Esplanada, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044821/regisbar_trioparadadura_bh_2025_isaquerodrigues_unibh-8785-scaled.jpg
344661,Rei do Peixe,https://comidadibuteco.com.br/buteco/rei-do-peixe/,Bolinhos Bodas de Prata,"Bolinho de tilápia recheado com tilápia e queijo, acompanhado com molho verde e geleia de pimenta.","Rua Ramalho Ortigão, 735 | Santa Branca, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/10074117/oreidopeixe_bolinhobodasdeprata_bh_2025_rodneycosta_unibh-9259-scaled.jpg
522549,Resenha da Naty,https://comidadibuteco.com.br/buteco/resenha-da-naty/,Trem Bão Demais Sô,"Bolinho de linguiça suína, recheado de muçarela e um toque de limão para finalizar.","Rua Gonçalves Ledo, 288 | Cachoeirinha, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044659/resenhadanaty_trembaumdemasso_bh_2025_isaquerodrigues_unibh-8123-scaled.jpg
54773,Restaurante Jorge Americano,https://comidadibuteco.com.br/buteco/restaurante-jorge-americano/,Rabada do Jorge Americano,"Rabada ensopada, servido com batata bolinha. Acompanhada de farofa de torresmo e vinagrete de agrião.","Avenida Augusto de Lima, 744 | Centro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044742/jorgeamericano_rabadadojorge__bh_2025_isaquerodrigues_unih-7967-scaled.jpg
0,S.O.S PUB,https://comidadibuteco.com.br/buteco/s-o-s-pub/,Socorro do Mineiro,"Enroladinho de sururu com batata, enroladinho de lombo de porco com abacaxi cozido, enroladinho de feijoada e um miniempadão de frango e pernil com linguiça molhadinho. Todos acompanhados pelo molho especial da casa.","Rua Padre José Maurício, 1126 | Vista Alegre, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044605/sospub_socorrodomineiro_bh_2025_amandacantanhede_unibh-8010-scaled.jpg
70242,Santa Boemia,https://comidadibuteco.com.br/buteco/santa-boemia/,Sextou BB!,"Bolinhos de feijoada, recheados com calabresa e couve, acompanhados de torresminho pururuca, vinagrete da casa, laranja e uma dose de cachaça.","Rua Mármore, 534 | Santa Tereza, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171327/santaboemia_sextoubb_bh_2025_rodneycosta_unibh-7592-scaled.jpg
146243,Santuário Retrô,https://comidadibuteco.com.br/buteco/santuario-retro/,Presentim Retrô,"Trouxinhas de lombo suculento, marinado por 12 horas no tempero da casa com especiarias, envolto em fatias de bacon e recheado com surpresas inspiradas nos ingredientes das edições históricas do Comida di Buteco.","Avenida Padre Vieira, 150 | Minas Brasil, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044516/santuarioretro_presentimretro_bh_2025_rodneycosta_unibh-8779-scaled.jpg
303333,Seu Braz,https://comidadibuteco.com.br/buteco/seu-braz/,Contrafilé flambado na cachaça,"Contrafilé flambado na cachaça ao creme, acompanhado de mandioca na manteiga de garrafa com queijo gratinado e bacon crocante.","Avenida Portugal, 4325 | Itapoã, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044541/seubraz_contrafileflambadonacachaca_bh_2025_isaquerodrigues_unibh-7921-scaled.jpg
183264,Silvio’s Bar,https://comidadibuteco.com.br/buteco/silvios-bar/,Frangônia,"Coxinha da asa de frango empanada, acompanha batata rústica e molho parmesão e ervas.","Rua Begônia, 199 | Esplanada, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171521/silviosbar_frangonia_bh_2025_rodneycosta_unibh-7982-scaled.jpg
84853,Sinhá Erozitha Bistrôteco,https://comidadibuteco.com.br/buteco/sinha-erozitha-bistroteco/,"Êêêê, lasqueira!!!",Panturrilha suína no seu molho com legumes grelhados.,"Rua Santo Amaro, 257 | Sagrada Família, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171610/sinhaerozitha_elasquera_bh_2025_isaquerodrigues_unibh-8251-scaled.jpg
98971,Sô Bar,https://comidadibuteco.com.br/buteco/so-bar/,Sô o Mio,"Maçã de peito com batatas cozidas, farofa de torresmo e espetinho de torresmo de barriga com pimenta agridoce.","Avenida Altamiro Avelino Soares, 426 | Castelo, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044420/sobar_somio_bh_2025_rodneycosta_unibh-8449-scaled.jpg
298555,Spetim,https://comidadibuteco.com.br/buteco/spetim/,Tá na boca do povo,"Língua de boi, fatiada bem fininha, num encorpado molho de tomate e manjericão, acompanhada por um mineiríssimo angu de moinho d’água e mostarda passadinha na panela.","Rua Ilacir Pereira Lima, 518 | Silveira, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171715/spetim_tanabocadopovo_bh_2025_rodneycosta_unibh-7565-scaled.jpg
81480,Tanganica Art Bar,https://comidadibuteco.com.br/buteco/tanganica-art-bar/,Vegano colorido,"Kibes de beterraba recheados com requeijão vegano, fuxicos de inhame com alho poró, pasteizinhos com recheio de chimeji preto e croquetinhos de abóbora vermelha recheados com ora-pro-nóbis.","Rua Padre Demerval Gomes, 380 | Coração Eucarístico, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044450/tanganica_veganocolorido_bh_2025_isaquerodrigues_unibh-7903-scaled.jpg
143970,The Butcher,https://comidadibuteco.com.br/buteco/the-butcher/,Panela de Prata – 25 anos,"Versão do goulash, prato típico húngaro, mas com toque mineiro. Carne ensopada com fatias de pão.","Avenida Ressaca, 353 | Coração Eucarístico, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171820/thebutcher_paneladeprata_bh_2025_rodneycosta_unibh-8006-scaled.jpg
326164,Toca do Ogro,https://comidadibuteco.com.br/buteco/toca-do-ogro/,Ripa de Prata,Picolé Mineiro – Costelinha suína com pele e osso. Acompanhada de purê de mandioca e crispy de couve.,"Rua Professor Nelson de Sena, 4 | Pampulha, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19171927/tocadoogro_ripadeprata_bh_2025_rodneycosta_unibh-9147-scaled.jpg
410565,Toninho – Alto Forno,https://comidadibuteco.com.br/buteco/5706-revision-v1/,Joelho da Lili,"Joelho de porco ao molho da Lili, acompanhado de polenta com queijo frita e farofa de Neston.","Rua Miracema, 100 | Santo André, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044346/toninhoaltoforno_joelhodalili_bh_2025_rodneycosta_unibh-8417-scaled.jpg
0,Tropeiro do Lisboa,https://comidadibuteco.com.br/buteco/tropeiro-do-lisboa/,Caldeirão do Mignon,"Filé-mignon selado, acompanhado de batatas rústicas ao molho da casa.","Avenida Leontino Francisco Alves, 506 | Serra Verde (Venda Nova), Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044322/tropeirolisboa_caldeiraodomiion_bh_2025_rodneycosta_unibh-7990-scaled.jpg
186721,Us Motoca,https://comidadibuteco.com.br/buteco/3187-revision-v1/,Bodas de Prata,"Polpetas de carne recheadas com queijo, servido sobre aligot de batata e molho de tomates rústico, gratinado e guarnecido de crispy de jiló e picles de cebola-roxa.","Rua Blenda, 91 | Camargos, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044259/usmotoca_bodasdeprata_bh_2025_mylenaizis_unibh-9157-scaled.jpg
77104,Xambar,https://comidadibuteco.com.br/buteco/xambar/,Mineirin Oriental,"Miolo de acém assado na pressão, acompanhado de mandioca cozida na manteiga e farofa de banana da terra","Avenida Augusto de Lima, 233 | Centro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172132/xambar_minerimorienta_bh_2025_isaquerodrigues_unibh-7522-scaled.jpg
59591,Xico da Kafua,https://comidadibuteco.com.br/buteco/xico-da-kafua/,Pé na areia,"Mão suína, acompanhada de farofa crocante de soja tostada com farinha de biju e torradas com azeite.","Avenida Itaú, 1195 – Loja A | João Pinheiro, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044033/xicodacafua_penaareia_bh_2025_rodneycosta_unibh-8478-scaled.jpg
419351,Xico do Churrasco,https://comidadibuteco.com.br/buteco/xico-do-churrasco/,Xico Balaio,Asinhas de frango com provolone com tempero.,"Av Altamiro avelino Soares 920 – Castelo, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15044005/xicodochurrasco_xicobalaio_bh_2025_isaquerodrigues_unibh-7860-scaled.jpg
102948,Zé Bolacha,https://comidadibuteco.com.br/buteco/ze-bolacha/,Rabicó,"Bolinho de costelinha desfiada com requeijão e muçarela, empanada no panko com molho de laranja e mel.","Rua das Melancias, 35 | Vila Cloris, Belo Horizonte – MG",https://comidadibuteco.com.br/wp-content/uploads/2025/03/zebolacha_rabico_bh_2025_isaquerodrigues_unibh-9275-scaled.jpg
50619,Zoo Bar,https://comidadibuteco.com.br/buteco/zoo-bar/,Canjiquinha da Vovó,"Canjiquinha à moda da vovó, acompanhada de costelinha de porco e vinagrete de pimenta.","Avenida Otacílio Negrão de Lima, 7844 | Pampulha, Belo Horizonte – MG",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172539/zoobar_canjiquinhadavovo_bh_2025_isaquerodrigues_unibh-8303-scaled.jpg
